name,slug,category,religion,denomination,school_type,grade_range,lowest_grade,highest_grade,address,city,county,state,zip,phone,website,total_enrollment,k12_enrollment,student_teacher_ratio,listing_status,source,source_id,needs_review,notes
Verde Christian Academy,verde-christian-academy-cottonwood-az,Christian School,Other religious,Baptist,Regular,PK-9,PK,9,102 S Willard St,Cottonwood,Yavapai,AZ,86326,(928) 634-8113,,218,184,15.46,Unverified,NCES PSS 2023-24 private school search export,BB200022,,Website missing in NCES export; school should claim/update profile.
Veritas Christian Community School,veritas-christian-community-school-sierra-vista-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-UG,K,UG,3993 S Hwy 92,Sierra Vista,Cochise,AZ,85650,(520) 417-1113,,,,,Unverified,NCES PSS 2023-24 private school search export,A0100657,,Website missing in NCES export; school should claim/update profile.
Ville De Marie Academy,ville-de-marie-academy-scottsdale-az,Christian School,Catholic,Roman Catholic,Regular,K-UG,K,UG,7940 E Roosevelt St,Scottsdale,Maricopa,AZ,85257,(480) 947-9442,,229,229,14.96,Unverified,NCES PSS 2023-24 private school search export,A0900159,,Website missing in NCES export; school should claim/update profile.
Vision Christian Academy,vision-christian-academy-glendale-az,Christian School,Other religious,Baptist,Regular,K-UG,K,UG,13419 W Ocotillo Rd,Glendale,Maricopa,AZ,85307,(602) 696-2729,,52,52,8.12,Unverified,NCES PSS 2023-24 private school search export,A0900160,,Website missing in NCES export; school should claim/update profile.
West Valley Christain School,west-valley-christain-school-goodyear-az,Christian School,Other religious,Christian (no specific denomination),Regular,PK-9,PK,9,16260 W Van Buren St,Goodyear,Maricopa,AZ,85338,(602) 234-2100,,412,351,15.19,Unverified,NCES PSS 2023-24 private school search export,A0900147,,Website missing in NCES export; school should claim/update profile.
Wickenburg Christian Academy,wickenburg-christian-academy-wickenburg-az,Christian School,Other religious,Christian (no specific denomination),Regular,PK-UG,PK,UG,260 W Yavapai St,Wickenburg,Maricopa,AZ,85390,(928) 684-5916,,205,164,9.21,Unverified,NCES PSS 2023-24 private school search export,A9100477,,Website missing in NCES export; school should claim/update profile.
Winslow Christian School,winslow-christian-school-winslow-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-10,K,10,502 Airport Rd,Winslow,Navajo,AZ,86047,(928) 289-9221,,52,52,4.22,Unverified,NCES PSS 2023-24 private school search export,A1300087,,Website missing in NCES export; school should claim/update profile.
Xavier College Preparatory,xavier-college-preparatory-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,4710 N 5Th St,Phoenix,Maricopa,AZ,85012,(602) 277-3772,,1123,1123,14.39,Unverified,NCES PSS 2023-24 private school search export,00031265,,Website missing in NCES export; school should claim/update profile.
Yeshiva High School Of Arizona,yeshiva-high-school-of-arizona-phoenix-az,Christian School,Other religious,Latter Day Saints,Regular,10-UG,10,UG,7045 N 12Th St,Phoenix,Maricopa,AZ,85020,(602) 266-1213,,46,46,3.38,Unverified,NCES PSS 2023-24 private school search export,A1500117,Yes,Website missing in NCES export; school should claim/update profile.
Yuma Catholic High School,yuma-catholic-high-school-yuma-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,2100 W 28Th St,Yuma,Yuma,AZ,85364,(928) 257-3389,,517,517,18.46,Unverified,NCES PSS 2023-24 private school search export,A0300076,,Website missing in NCES export; school should claim/update profile.
Yuma Lutheran School,yuma-lutheran-school-yuma-az,Christian School,Other religious,Evangelical Lutheran Church in America,Regular,PK-9,PK,9,2555 S Engler Ave,Yuma,Yuma,AZ,85365,(928) 726-8410,,480,456,17.67,Unverified,NCES PSS 2023-24 private school search export,00032043,,Website missing in NCES export; school should claim/update profile.
